FID,Departamento,Provincia,Municipio,Asiento_Electoral,Id_Localidad,Tipo_Circunscripcion,Latitud,Longitud,Tipo_Urbano_Rural,Estado,Geometry_X,Geometry_Y
2744,Tarija,Gran Chaco,Villa Montes,Chimeo,3753.0,Uninominal,-21.18806,-63.44035,Rural,Habilitado TSE,-63.44035,-21.18806
2745,Tarija,Gran Chaco,Villa Montes,Ibopeiti,3754.0,Uninominal,-21.299227,-63.385135,Rural,Habilitado TSE,-63.385135,-21.299227
2746,Tarija,Avilés,Uriondo,San Isidro,4648.0,Uninominal,-21.66562,-64.63576,Rural,Habilitado TSE,-64.63576,-21.66562
2747,Tarija,Avilés,Uriondo,Concepción (Uriondo),1925.0,Uninominal,-21.695583,-64.652748,Urbano,Habilitado TSE,-64.652748,-21.695583
2748,Tarija,Avilés,Uriondo,Rujero,1926.0,Uninominal,-21.685526,-64.7394,Rural,Habilitado TSE,-64.7394,-21.685526
2749,Tarija,Avilés,Uriondo,La Compañia,2684.0,Uninominal,-21.704661,-64.681332,Rural,Habilitado TSE,-64.681332,-21.704661
2750,Tarija,Avilés,Uriondo,Ancon Grande,3339.0,Uninominal,-21.62995,-64.65231,Rural,Habilitado TSE,-64.65231,-21.62995
2751,Tarija,Avilés,Uriondo,Ancon Chico,1927.0,Uninominal,-21.672051,-64.654923,Rural,Habilitado TSE,-64.654923,-21.672051
2752,Tarija,Avilés,Uriondo,La Choza,1928.0,Uninominal,-21.677816,-64.617705,Rural,Habilitado TSE,-64.617705,-21.677816
2753,Tarija,Avilés,Uriondo,Calamuchita,1930.0,Uninominal,-21.700979,-64.620368,Rural,Habilitado TSE,-64.620368,-21.700979
2754,Tarija,Avilés,Uriondo,Colon Sud,1931.0,Uninominal,-21.775246,-64.652552,Rural,Habilitado TSE,-64.652552,-21.775246
2755,Tarija,Avilés,Uriondo,Mulli Cancha,3338.0,Uninominal,-21.665998,-64.744049,Rural,Habilitado TSE,-64.744049,-21.665998
2756,Tarija,Avilés,Uriondo,Chocloca,1932.0,Uninominal,-21.751177,-64.736018,Rural,Habilitado TSE,-64.736018,-21.751177
2757,Tarija,Avilés,Uriondo,San José de Charajas,3272.0,Uninominal,-21.796815,-64.767255,Rural,Habilitado TSE,-64.767255,-21.796815
2758,Tarija,Avilés,Uriondo,Juntas,1933.0,Uninominal,-21.810733,-64.798178,Rural,Habilitado TSE,-64.798178,-21.810733
2759,Tarija,Avilés,Uriondo,Alizos,1934.0,Uninominal,-21.8322,-64.870591,Rural,Habilitado TSE,-64.870591,-21.8322
2760,Tarija,Avilés,Uriondo,Miscas Caldera,1935.0,Uninominal,-21.783606,-64.870298,Rural,Habilitado TSE,-64.870298,-21.783606
2761,Tarija,Avilés,Uriondo,La Ventolera,4206.0,Uninominal,-21.699,-64.6001,Rural,Habilitado TSE,-64.6001,-21.699
2762,Tarija,Avilés,Yunchará,Yunchara,1936.0,Uninominal,-21.824203,-65.228574,Urbano,Habilitado TSE,-65.228574,-21.824203
2763,Tarija,Avilés,Yunchará,Buena Vista,1937.0,Uninominal,-21.84653,-65.28792,Rural,Habilitado TSE,-65.28792,-21.84653
2764,Tarija,Avilés,Yunchará,Tojo,1938.0,Uninominal,-21.818712,-65.321444,Rural,Habilitado TSE,-65.321444,-21.818712
2765,Tarija,Avilés,Yunchará,San José de Churquis,1939.0,Uninominal,-21.727055,-65.234017,Rural,Habilitado TSE,-65.234017,-21.727055
2766,Tarija,Avilés,Yunchará,Atacama,1940.0,Uninominal,-21.76059,-65.32096,Rural,Habilitado TSE,-65.32096,-21.76059
2767,Tarija,Avilés,Yunchará,San Pedro,1941.0,Uninominal,-21.69103,-65.30037,Rural,Habilitado TSE,-65.30037,-21.69103
2768,Tarija,Avilés,Yunchará,Arteza,1942.0,Uninominal,-21.60342,-65.25793,Rural,Habilitado TSE,-65.25793,-21.60342
2769,Tarija,Avilés,Yunchará,Belén,1943.0,Uninominal,-21.559356,-65.24322,Rural,Habilitado TSE,-65.24322,-21.559356
2770,Tarija,Avilés,Yunchará,San Luis de Palqui,1944.0,Uninominal,-21.558183,-65.135116,Rural,Habilitado TSE,-65.135116,-21.558183
2771,Tarija,Avilés,Yunchará,Ñoquera,1945.0,Uninominal,-21.623561,-65.134394,Rural,Habilitado TSE,-65.134394,-21.623561
2772,Tarija,Avilés,Yunchará,Copacabana,1946.0,Uninominal,-21.830271,-65.091191,Rural,Habilitado TSE,-65.091191,-21.830271
2773,Tarija,Avilés,Yunchará,Pasajes,1947.0,Uninominal,-21.74598,-65.08871,Rural,Habilitado TSE,-65.08871,-21.74598
2774,Tarija,Avilés,Yunchará,Quebrada Honda,1948.0,Uninominal,-21.95652,-65.15102,Rural,Habilitado TSE,-65.15102,-21.95652
2775,Tarija,Avilés,Yunchará,Chorcoya Avilés,3512.0,Uninominal,-21.65895,-65.052946,Rural,Habilitado TSE,-65.052946,-21.65895
2776,Tarija,Avilés,Yunchará,Huayllajara,3513.0,Uninominal,-21.990922,-65.099738,Rural,Habilitado TSE,-65.099738,-21.990922
2777,Tarija,Avilés,Yunchará,Yuticancha,4021.0,Uninominal,-21.91529,-65.063311,Rural,Habilitado TSE,-65.063311,-21.91529
2778,Tarija,Méndez,San Lorenzo,Monte Méndez,4645.0,Uninominal,-21.430016,-64.724848,Rural,Habilitado TSE,-64.724848,-21.430016
2779,Tarija,Méndez,San Lorenzo,Santa Bárbara,4646.0,Uninominal,-21.430264,-64.782279,Rural,Habilitado TSE,-64.782279,-21.430264
2780,Tarija,Méndez,San Lorenzo,San Lorenzo,1990.0,Uninominal,-21.41892,-64.75005,Urbano,Habilitado TSE,-64.75005,-21.41892
2781,Tarija,Méndez,San Lorenzo,Tarija Cancha,1991.0,Uninominal,-21.41479,-64.76456,Rural,Habilitado TSE,-64.76456,-21.41479
2782,Tarija,Méndez,San Lorenzo,Lajas Merced,1992.0,Uninominal,-21.38968,-64.75089,Urbano,Habilitado TSE,-64.75089,-21.38968
2783,Tarija,Méndez,San Lorenzo,La Victoria,1993.0,Uninominal,-21.506596,-64.786301,Urbano,Habilitado TSE,-64.786301,-21.506596
2784,Tarija,Méndez,San Lorenzo,Coimata,1994.0,Uninominal,-21.49765,-64.7941,Rural,Habilitado TSE,-64.7941,-21.49765
2785,Tarija,Méndez,San Lorenzo,Tomatitas,3177.0,Uninominal,-21.498455,-64.76051,Urbano,Habilitado TSE,-64.76051,-21.498455
2786,Tarija,Méndez,San Lorenzo,Erquis,1995.0,Uninominal,-21.467353,-64.794977,Rural,Habilitado TSE,-64.794977,-21.467353
2787,Tarija,Méndez,San Lorenzo,Rancho Norte,1997.0,Uninominal,-21.44493,-64.74917,Rural,Habilitado TSE,-64.74917,-21.44493
2788,Tarija,Méndez,San Lorenzo,Rancho Sud,1998.0,Uninominal,-21.46289,-64.754674,Rural,Habilitado TSE,-64.754674,-21.46289
2789,Tarija,Méndez,San Lorenzo,Tucumilla,1999.0,Uninominal,-21.458178,-64.833487,Rural,Habilitado TSE,-64.833487,-21.458178
2790,Tarija,Méndez,San Lorenzo,Bordo El Mollar,3290.0,Uninominal,-21.42673,-64.76112,Rural,Habilitado TSE,-64.76112,-21.42673
2791,Tarija,Méndez,San Lorenzo,Calama,2000.0,Uninominal,-21.4087,-64.80488,Rural,Habilitado TSE,-64.80488,-21.4087
2792,Tarija,Méndez,San Lorenzo,Canasmoro,2001.0,Uninominal,-21.34489,-64.76018,Rural,Habilitado TSE,-64.76018,-21.34489
2793,Tarija,Méndez,San Lorenzo,Tomatas Grande,2002.0,Uninominal,-21.3224,-64.78188,Rural,Habilitado TSE,-64.78188,-21.3224
2794,Tarija,Méndez,San Lorenzo,Trancas,3048.0,Uninominal,-21.30479,-64.8347,Rural,Habilitado TSE,-64.8347,-21.30479
2795,Tarija,Méndez,San Lorenzo,León Cancha,2003.0,Uninominal,-21.17894,-64.71355,Rural,Habilitado TSE,-64.71355,-21.17894
2796,Tarija,Méndez,San Lorenzo,Colorado Norte,3199.0,Uninominal,-21.17892,-64.78835,Rural,Habilitado TSE,-64.78835,-21.17892
2797,Tarija,Méndez,San Lorenzo,San Pedro de las Peñas,2881.0,Uninominal,-21.14055,-64.65049,Rural,Habilitado TSE,-64.65049,-21.14055
2798,Tarija,Méndez,San Lorenzo,Quirusillas,4357.0,Uninominal,-21.101815,-64.69352,Rural,Habilitado TSE,-64.69352,-21.101815
2799,Tarija,Méndez,San Lorenzo,Camarón Zona El Morro,2006.0,Uninominal,-21.04951,-64.67755,Rural,Habilitado TSE,-64.67755,-21.04951
2800,Tarija,Méndez,San Lorenzo,La Hoja,2842.0,Uninominal,-21.097118,-64.552888,Rural,Habilitado TSE,-64.552888,-21.097118
2801,Tarija,Méndez,San Lorenzo,San Lorencito,2008.0,Uninominal,-21.168931,-64.473066,Rural,Habilitado TSE,-64.473066,-21.168931
2802,Tarija,Méndez,San Lorenzo,Pajonalcito,3049.0,Uninominal,-21.20756,-64.52412,Rural,Habilitado TSE,-64.52412,-21.20756
2803,Tarija,Méndez,San Lorenzo,Alto de Cajas,2009.0,Uninominal,-21.30705,-64.47047,Rural,Habilitado TSE,-64.47047,-21.30705
2804,Tarija,Méndez,San Lorenzo,Peñaderia,3200.0,Uninominal,-21.2275,-64.49856,Rural,Habilitado TSE,-64.49856,-21.2275
2805,Tarija,Méndez,San Lorenzo,El Puesto,3318.0,Uninominal,-21.28559,-64.52888,Rural,Habilitado TSE,-64.52888,-21.28559
2806,Tarija,Méndez,San Lorenzo,Sella Mendez,2011.0,Uninominal,-21.38795,-64.69686,Rural,Habilitado TSE,-64.69686,-21.38795
2807,Tarija,Méndez,San Lorenzo,Carachimayo,2012.0,Uninominal,-21.35113,-64.72285,Rural,Habilitado TSE,-64.72285,-21.35113
2808,Tarija,Méndez,San Lorenzo,Jarcas,3514.0,Uninominal,-21.28495,-64.50289,Rural,Habilitado TSE,-64.50289,-21.28495
2809,Tarija,Méndez,San Lorenzo,Huancoiro,3671.0,Uninominal,-21.19721,-64.85504,Rural,Habilitado TSE,-64.85504,-21.19721
2810,Tarija,Méndez,San Lorenzo,Cochas,3755.0,Uninominal,-21.385692,-64.877211,Rural,Habilitado TSE,-64.877211,-21.385692
2811,Tarija,Méndez,El Puente,El Puente,2013.0,Uninominal,-21.23499,-65.20398,Urbano,Habilitado TSE,-65.20398,-21.23499
2812,Tarija,Méndez,El Puente,Santa Ana de Belén,2014.0,Uninominal,-21.31723,-65.21614,Rural,Habilitado TSE,-65.21614,-21.31723
2813,Tarija,Méndez,El Puente,Ircalaya,2015.0,Uninominal,-21.204344,-65.199628,Rural,Habilitado TSE,-65.199628,-21.204344
2814,Tarija,Méndez,El Puente,Paicho Norte,2017.0,Uninominal,-21.11442,-64.94923,Rural,Habilitado TSE,-64.94923,-21.11442
2815,Tarija,Méndez,El Puente,Caña Cruz,3050.0,Uninominal,-21.23611,-64.96433,Rural,Habilitado TSE,-64.96433,-21.23611
2816,Tarija,Méndez,El Puente,Paicho Centro,3170.0,Uninominal,-21.14464,-64.95905,Rural,Habilitado TSE,-64.95905,-21.14464
2817,Tarija,Méndez,El Puente,Santa Rosa,3202.0,Uninominal,-21.13585,-65.05383,Rural,Habilitado TSE,-65.05383,-21.13585
2818,Tarija,Méndez,El Puente,La Parroquia,2020.0,Uninominal,-21.27013,-65.04431,Rural,Habilitado TSE,-65.04431,-21.27013
2819,Tarija,Méndez,El Puente,San Francisco,2021.0,Uninominal,-21.24768,-65.08482,Rural,Habilitado TSE,-65.08482,-21.24768
2820,Tarija,Méndez,El Puente,Obispo El Carmen,2882.0,Uninominal,-21.30891,-65.03886,Rural,Habilitado TSE,-65.03886,-21.30891
2821,Tarija,Méndez,El Puente,Iscayachi,2023.0,Uninominal,-21.48615,-64.96854,Rural,Habilitado TSE,-64.96854,-21.48615
2822,Tarija,Méndez,El Puente,San Antonio,2024.0,Uninominal,-21.44068,-64.965,Rural,Habilitado TSE,-64.965,-21.44068
2823,Tarija,Méndez,El Puente,El Molino,2025.0,Uninominal,-21.39787,-64.95007,Rural,Habilitado TSE,-64.95007,-21.39787
2824,Tarija,Méndez,El Puente,Sama,2026.0,Uninominal,-21.48289,-64.95296,Rural,Habilitado TSE,-64.95296,-21.48289
2825,Tarija,Méndez,El Puente,Pueblo Nuevo,2027.0,Uninominal,-21.53179,-64.98272,Rural,Habilitado TSE,-64.98272,-21.53179
2826,Tarija,Méndez,El Puente,Chorcoya Mendez,2883.0,Uninominal,-21.56835,-65.01444,Rural,Habilitado TSE,-65.01444,-21.56835
2827,Tarija,Méndez,El Puente,Villa Nueva,3291.0,Uninominal,-21.35972,-64.9509,Rural,Habilitado TSE,-64.9509,-21.35972
2828,Tarija,Méndez,El Puente,Curqui,2028.0,Uninominal,-21.49188,-65.07034,Rural,Habilitado TSE,-65.07034,-21.49188
2829,Tarija,Méndez,El Puente,Huarmachi,2029.0,Uninominal,-21.44367,-65.06249,Rural,Habilitado TSE,-65.06249,-21.44367
2830,Tarija,Méndez,El Puente,Carrizal,2030.0,Uninominal,-21.43847,-65.23907,Rural,Habilitado TSE,-65.23907,-21.43847
2831,Tarija,Méndez,El Puente,Ovando,2031.0,Uninominal,-21.46749,-65.24256,Rural,Habilitado TSE,-65.24256,-21.46749
2832,Tarija,Méndez,El Puente,Chayaza,2032.0,Uninominal,-21.37169,-65.22533,Rural,Habilitado TSE,-65.22533,-21.37169
2833,Tarija,Méndez,El Puente,Chinchilla,3672.0,Uninominal,-21.19778,-65.14574,Rural,Habilitado TSE,-65.14574,-21.19778
2834,Tarija,Méndez,El Puente,Pirca Cancha,4020.0,Uninominal,-21.357719,-65.115036,Rural,Habilitado TSE,-65.115036,-21.357719
2835,Tarija,O' Connor,Entre Ríos,Alto los Sarzos,4590.0,Uninominal,-21.496082,-63.924276,Rural,Habilitado TSE,-63.924276,-21.496082
2836,Tarija,O' Connor,Entre Ríos,Entre Rios,2034.0,Uninominal,-21.52566,-64.17131,Urbano,Habilitado TSE,-64.17131,-21.52566
2837,Tarija,O' Connor,Entre Ríos,Pajonal,2035.0,Uninominal,-21.48504,-64.16981,Rural,Habilitado TSE,-64.16981,-21.48504
2838,Tarija,O' Connor,Entre Ríos,San Simon,2036.0,Uninominal,-21.44145,-64.12061,Rural,Habilitado TSE,-64.12061,-21.44145
2839,Tarija,O' Connor,Entre Ríos,Valle del Medio,2037.0,Uninominal,-21.6035,-64.14987,Rural,Habilitado TSE,-64.14987,-21.6035
2840,Tarija,O' Connor,Entre Ríos,Taquillos,2044.0,Uninominal,-21.39566,-64.11756,Rural,Habilitado TSE,-64.11756,-21.39566
2841,Tarija,O' Connor,Entre Ríos,Narvaez,2038.0,Uninominal,-21.408739,-64.278978,Rural,Habilitado TSE,-64.278978,-21.408739
2842,Tarija,O' Connor,Entre Ríos,Canaletas,2039.0,Uninominal,-21.45255,-64.35432,Rural,Habilitado TSE,-64.35432,-21.45255
2843,Tarija,O' Connor,Entre Ríos,Huayco,2040.0,Uninominal,-21.330445,-64.255472,Rural,Habilitado TSE,-64.255472,-21.330445
2844,Tarija,O' Connor,Entre Ríos,San Josecito Centro,2041.0,Uninominal,-21.185902,-64.230673,Rural,Habilitado TSE,-64.230673,-21.185902
2845,Tarija,O' Connor,Entre Ríos,San Diego Centro,2042.0,Uninominal,-21.411761,-64.209067,Rural,Habilitado TSE,-64.209067,-21.411761
2846,Tarija,O' Connor,Entre Ríos,Tarupayo,2043.0,Mixto,-21.324178,-63.954774,Rural,Habilitado TSE,-63.954774,-21.324178
2847,Tarija,O' Connor,Entre Ríos,Saladito Centro,2045.0,Uninominal,-21.318342,-64.121425,Rural,Habilitado TSE,-64.121425,-21.318342
2848,Tarija,O' Connor,Entre Ríos,Potrerillos,2046.0,Mixto,-21.2234,-64.10823,Rural,Habilitado TSE,-64.10823,-21.2234
2849,Tarija,O' Connor,Entre Ríos,Timboy,2047.0,Mixto,-21.168498,-64.063951,Rural,Habilitado TSE,-64.063951,-21.168498
2850,Tarija,O' Connor,Entre Ríos,Ñaurenda,2048.0,Especial,-21.136508,-64.06013,Rural,Habilitado TSE,-64.06013,-21.136508
2851,Tarija,O' Connor,Entre Ríos,Tentaguazu,3051.0,Especial,-21.11408,-63.96276,Rural,Habilitado TSE,-63.96276,-21.11408
2852,Tarija,O' Connor,Entre Ríos,Cañadas,2054.0,Uninominal,-21.419662,-63.972676,Rural,Habilitado TSE,-63.972676,-21.419662
2853,Tarija,O' Connor,Entre Ríos,Palos Blancos,2050.0,Mixto,-21.41462,-63.78238,Rural,Habilitado TSE,-63.78238,-21.41462
2854,Tarija,O' Connor,Entre Ríos,Zapaterambia,2051.0,Especial,-21.183698,-63.791207,Rural,Habilitado TSE,-63.791207,-21.183698
2855,Tarija,O' Connor,Entre Ríos,Yuati,3052.0,Especial,-21.174263,-63.770034,Rural,Habilitado TSE,-63.770034,-21.174263
2856,Tarija,O' Connor,Entre Ríos,Lagunitas,2052.0,Especial,-21.414575,-63.894665,Rural,Habilitado TSE,-63.894665,-21.414575
2857,Tarija,O' Connor,Entre Ríos,Suaruro,2053.0,Uninominal,-21.52296,-63.98725,Rural,Habilitado TSE,-63.98725,-21.52296
2858,Tarija,O' Connor,Entre Ríos,Berety,2055.0,Uninominal,-21.44295,-64.03776,Rural,Habilitado TSE,-64.03776,-21.44295
2859,Tarija,O' Connor,Entre Ríos,Chiquiaca,2056.0,Uninominal,-21.865303,-64.122312,Rural,Habilitado TSE,-64.122312,-21.865303
2860,Tarija,O' Connor,Entre Ríos,Vallecito de los Lapachos,3293.0,Uninominal,-21.733474,-64.058748,Rural,Habilitado TSE,-64.058748,-21.733474
2861,Tarija,O' Connor,Entre Ríos,Pampa Redonda,3294.0,Uninominal,-21.997,-64.17494,Rural,Habilitado TSE,-64.17494,-21.997
2862,Tarija,O' Connor,Entre Ríos,Salinas,2057.0,Uninominal,-21.792884,-64.236572,Rural,Habilitado TSE,-64.236572,-21.792884
2863,Tarija,O' Connor,Entre Ríos,La Cueva,2058.0,Uninominal,-21.700422,-64.204863,Rural,Habilitado TSE,-64.204863,-21.700422
2864,Tarija,O' Connor,Entre Ríos,Tentapiao,3515.0,Especial,-21.15654,-63.91972,Rural,Habilitado TSE,-63.91972,-21.15654
2865,Tarija,O' Connor,Entre Ríos,Sivingal,3670.0,Uninominal,-21.33499,-64.20417,Rural,Habilitado TSE,-64.20417,-21.33499
2866,Tarija,O' Connor,Entre Ríos,Yukimbia,3756.0,Especial,-21.04885,-63.97997,Rural,Habilitado TSE,-63.97997,-21.04885
2867,Tarija,O' Connor,Entre Ríos,Alto Ipaguazu,4116.0,Especial,-21.358196,-63.8795,Rural,Habilitado TSE,-63.8795,-21.358196
2868,Santa Cruz,Andrés Ibáñez,Santa Cruz de La Sierra,Santa Cruz de la Sierra,2234.0,Uninominal,-17.783234,-63.182119,Urbano,Habilitado TSE,-63.182119,-17.783234
2869,Santa Cruz,Andrés Ibáñez,Santa Cruz de La Sierra,Guapilo,2239.0,Uninominal,-17.760583,-63.080964,Urbano,Habilitado TSE,-63.080964,-17.760583
2870,Santa Cruz,Andrés Ibáñez,Santa Cruz de La Sierra,Palmar del Oratorio,2243.0,Uninominal,-17.88131,-63.1536,Urbano,Habilitado TSE,-63.1536,-17.88131
2871,Santa Cruz,Andrés Ibáñez,Santa Cruz de La Sierra,Villa Pantano,2245.0,Uninominal,-17.91508,-63.12761,Rural,Habilitado TSE,-63.12761,-17.91508
2872,Santa Cruz,Andrés Ibáñez,Santa Cruz de La Sierra,Ingeniero Montero Hoyos,2240.0,Uninominal,-17.6432,-62.823514,Urbano,Habilitado TSE,-62.823514,-17.6432
2873,Santa Cruz,Andrés Ibáñez,Santa Cruz de La Sierra,Zafranilla,2238.0,Uninominal,-17.617321,-62.989386,Rural,Habilitado TSE,-62.989386,-17.617321
2874,Santa Cruz,Andrés Ibáñez,Santa Cruz de La Sierra,Paurito,2242.0,Uninominal,-17.88486,-62.94179,Urbano,Habilitado TSE,-62.94179,-17.88486
2875,Santa Cruz,Andrés Ibáñez,Santa Cruz de La Sierra,Usuri,3277.0,Uninominal,-17.92564,-63.05743,Rural,Habilitado TSE,-63.05743,-17.92564
2876,Santa Cruz,Andrés Ibáñez,Santa Cruz de La Sierra,La Peña,3319.0,Uninominal,-17.96183,-62.96586,Rural,Habilitado TSE,-62.96586,-17.96183
2877,Santa Cruz,Andrés Ibáñez,Santa Cruz de La Sierra,Jorori,3424.0,Uninominal,-17.88749,-63.02875,Rural,Habilitado TSE,-63.02875,-17.88749
2878,Santa Cruz,Andrés Ibáñez,Santa Cruz de La Sierra,Clara Serrano,4032.0,Uninominal,-17.698088,-63.067643,Urbano,Habilitado TSE,-63.067643,-17.698088
2879,Santa Cruz,Andrés Ibáñez,Santa Cruz de La Sierra,San Miguel de Los Junos,4033.0,Uninominal,-17.931819,-63.028451,Rural,Habilitado TSE,-63.028451,-17.931819
2880,Santa Cruz,Andrés Ibáñez,Santa Cruz de La Sierra,Villa Viana,4034.0,Uninominal,-17.871556,-63.055362,Rural,Habilitado TSE,-63.055362,-17.871556
2881,Santa Cruz,Andrés Ibáñez,Santa Cruz de La Sierra,Comunidad Campesina Tipoy,4365.0,Uninominal,-17.860408,-63.027448,Rural,Habilitado TSE,-63.027448,-17.860408
2882,Santa Cruz,Andrés Ibáñez,Santa Cruz de La Sierra,Comunidad  Tundy,4366.0,Uninominal,-17.89436,-63.001114,Rural,Habilitado TSE,-63.001114,-17.89436
2883,Santa Cruz,Andrés Ibáñez,Santa Cruz de La Sierra,San Lorenzo de la Barranca,4439.0,Uninominal,-17.59915,-62.793981,Rural,Habilitado TSE,-62.793981,-17.59915
2884,Santa Cruz,Andrés Ibáñez,Cotoca,OTB Comunidad Arroyito,4618.0,Uninominal,-17.78076,-62.991565,Rural,Habilitado TSE,-62.991565,-17.78076
2885,Santa Cruz,Andrés Ibáñez,Cotoca,OTB  Comunidad Arroyuelo Norte,4622.0,Uninominal,-17.802583,-63.050104,Rural,Habilitado TSE,-63.050104,-17.802583
2886,Santa Cruz,Andrés Ibáñez,Cotoca,Comunidad Campesina Arroyuelo,4626.0,Uninominal,-17.820615,-63.052289,Rural,Habilitado TSE,-63.052289,-17.820615
2887,Santa Cruz,Andrés Ibáñez,Cotoca,Cotoca,2235.0,Uninominal,-17.755315,-62.996671,Urbano,Habilitado TSE,-62.996671,-17.755315
2888,Santa Cruz,Andrés Ibáñez,Cotoca,Campanero,2236.0,Uninominal,-17.7372,-62.95778,Urbano,Habilitado TSE,-62.95778,-17.7372
2889,Santa Cruz,Andrés Ibáñez,Cotoca,Don Lorenzo,2237.0,Uninominal,-17.806529,-62.878672,Urbano,Habilitado TSE,-62.878672,-17.806529
2890,Santa Cruz,Andrés Ibáñez,Cotoca,Tajibo,3053.0,Uninominal,-17.69003,-62.99212,Rural,Habilitado TSE,-62.99212,-17.69003
2891,Santa Cruz,Andrés Ibáñez,Cotoca,Mapaiso de las Piedades,3192.0,Uninominal,-17.74769,-63.05227,Urbano,Habilitado TSE,-63.05227,-17.74769
2892,Santa Cruz,Andrés Ibáñez,Cotoca,El Bisito,3320.0,Uninominal,-17.79542,-63.01909,Rural,Habilitado TSE,-63.01909,-17.79542
2893,Santa Cruz,Andrés Ibáñez,Cotoca,La Enconada,3321.0,Uninominal,-17.73404,-62.93764,Rural,Habilitado TSE,-62.93764,-17.73404
2894,Santa Cruz,Andrés Ibáñez,Cotoca,Puerto Pailas,2246.0,Uninominal,-17.66665,-62.79085,Urbano,Habilitado TSE,-62.79085,-17.66665
2895,Santa Cruz,Andrés Ibáñez,Cotoca,Gremial Cortez,3533.0,Uninominal,-17.82349,-63.01388,Rural,Habilitado TSE,-63.01388,-17.82349
2896,Santa Cruz,Andrés Ibáñez,Cotoca,Tarope,4229.0,Uninominal,-17.769859,-63.016962,Rural,Habilitado TSE,-63.016962,-17.769859
2897,Santa Cruz,Andrés Ibáñez,Cotoca,El Espino,4440.0,Uninominal,-17.773075,-62.861812,Rural,Habilitado TSE,-62.861812,-17.773075
2898,Santa Cruz,Andrés Ibáñez,Porongo,Porongo,2247.0,Uninominal,-17.85656,-63.30791,Urbano,Habilitado TSE,-63.30791,-17.85656
2899,Santa Cruz,Andrés Ibáñez,Porongo,Los Batos,3054.0,Uninominal,-17.76947,-63.24335,Urbano,Habilitado TSE,-63.24335,-17.76947
2900,Santa Cruz,Andrés Ibáñez,Porongo,Terebinto,2248.0,Uninominal,-17.72245,-63.38077,Urbano,Habilitado TSE,-63.38077,-17.72245
2901,Santa Cruz,Andrés Ibáñez,Porongo,Luquillas,2249.0,Uninominal,-17.6197,-63.44804,Rural,Habilitado TSE,-63.44804,-17.6197
2902,Santa Cruz,Andrés Ibáñez,Porongo,Santa Fé de Amboro,2858.0,Uninominal,-17.692098,-63.521311,Rural,Habilitado TSE,-63.521311,-17.692098
2903,Santa Cruz,Andrés Ibáñez,Porongo,Tarumatu,2894.0,Uninominal,-17.65729,-63.24299,Rural,Habilitado TSE,-63.24299,-17.65729
2904,Santa Cruz,Andrés Ibáñez,Porongo,Sombrerito,3055.0,Uninominal,-17.88821,-63.36818,Rural,Habilitado TSE,-63.36818,-17.88821
2905,Santa Cruz,Andrés Ibáñez,Porongo,Agua Dulce,3056.0,Uninominal,-17.87279,-63.4469,Rural,Habilitado TSE,-63.4469,-17.87279
2906,Santa Cruz,Andrés Ibáñez,Porongo,Colinas del Urubo,3698.0,Uninominal,-17.7493,-63.21519,Urbano,Habilitado TSE,-63.21519,-17.7493
2907,Santa Cruz,Andrés Ibáñez,Porongo,Las Cruces,4027.0,Uninominal,-17.769627,-63.355385,Urbano,Habilitado TSE,-63.355385,-17.769627
2908,Santa Cruz,Andrés Ibáñez,Porongo,San Pedro,4030.0,Uninominal,-17.72083,-63.431509,Rural,Habilitado TSE,-63.431509,-17.72083
2909,Santa Cruz,Andrés Ibáñez,Porongo,Tacuarembo,4031.0,Uninominal,-17.930778,-63.398941,Rural,Habilitado TSE,-63.398941,-17.930778
2910,Santa Cruz,Andrés Ibáñez,La Guardia,San Carlos,4482.0,Uninominal,-17.977737,-63.316577,Rural,Habilitado TSE,-63.316577,-17.977737
2911,Santa Cruz,Andrés Ibáñez,La Guardia,La Guardia,2250.0,Uninominal,-17.891883,-63.331142,Urbano,Habilitado TSE,-63.331142,-17.891883
2912,Santa Cruz,Andrés Ibáñez,La Guardia,Simon Bolivar,2856.0,Uninominal,-17.89535,-63.29059,Urbano,Habilitado TSE,-63.29059,-17.89535
2913,Santa Cruz,Andrés Ibáñez,La Guardia,Peji (Villa Arrien),2251.0,Uninominal,-17.9662,-63.21535,Rural,Habilitado TSE,-63.21535,-17.9662
2914,Santa Cruz,Andrés Ibáñez,La Guardia,Brecha 3,3059.0,Uninominal,-17.98781,-63.05506,Rural,Habilitado TSE,-63.05506,-17.98781
2915,Santa Cruz,Andrés Ibáñez,La Guardia,Basilio,2252.0,Uninominal,-18.12562,-63.19316,Urbano,Habilitado TSE,-63.19316,-18.12562
2916,Santa Cruz,Andrés Ibáñez,La Guardia,Pedro Lorenzo,2253.0,Uninominal,-17.95629,-63.2532,Urbano,Habilitado TSE,-63.2532,-17.95629
2917,Santa Cruz,Andrés Ibáñez,La Guardia,El Carmen (Ibañez),2254.0,Uninominal,-17.87344,-63.23442,Urbano,Habilitado TSE,-63.23442,-17.87344
2918,Santa Cruz,Andrés Ibáñez,La Guardia,Kilómetro Doce,2255.0,Uninominal,-17.86146,-63.26702,Urbano,Habilitado TSE,-63.26702,-17.86146
2919,Santa Cruz,Andrés Ibáñez,La Guardia,San José (Ibañez),2256.0,Uninominal,-17.93966,-63.35154,Urbano,Habilitado TSE,-63.35154,-17.93966
